City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,vestmannaeyjar,63.4427,-20.2734,0.55,86,40,16.46,IS,1675504655
270,pisco,-13.7,-76.2167,20.03,100,40,1.03,PE,1675504655
271,ilulissat,69.2167,-51.1,-21.44,97,100,4.15,GL,1675504656
272,otukpo,7.1913,8.1329,33.81,28,61,2.5,NG,1675504401
273,carutapera,-1.195,-46.02,24.4,93,60,2.5,BR,1675504657
274,cockburn town,21.4612,-71.1419,25.32,72,57,6.64,TC,1675504657
275,trabzon,40.9167,39.8333,6.05,49,0,2.57,TR,1675504658
276,ariquemes,-9.9133,-63.0408,22.06,95,100,0.6,BR,1675504658
277,faya,18.3851,42.4509,19.06,44,90,4.87,SA,1675504659
278,tabuk,17.4189,121.4443,23.44,81,98,0.22,PH,1675504659
279,labrea,-7.2586,-64.7981,22.14,98,100,0.82,BR,1675504660
280,foix,42.8333,1.5833,8.06,64,0,1.44,FR,1675504660
281,portree,57.4129,-6.1942,9.18,91,100,10.87,GB,1675504661
282,gombe,10.2897,11.1673,30.53,12,90,6.22,NG,1675504661
283,tonj,7.2737,28.6822,34.36,8,39,3.48,SS,1675504662
284,kulhudhuffushi,6.6221,73.07,26.76,70,98,0.54,MV,1675504663
285,muyezerskiy,63.9333,31.65,-11.9,94,44,1.98,RU,1675504663
286,ola,59.5833,151.2833,-22.73,89,63,3.45,RU,1675504664
287,ambilobe,-13.2,49.05,30.33,64,34,3.22,MG,1675504664
288,vao,-22.6667,167.4833,26.52,87,84,8.37,NC,1675504665
289,yar-sale,66.8333,70.8333,-15.26,98,100,1.88,RU,1675504666
290,tongzi,28.7829,105.0877,17.07,45,5,2.47,CN,1675504666
291,kahta,37.7855,38.6237,-0.35,98,100,5.32,TR,1675504667
292,manokwari,-0.8667,134.0833,26.5,79,94,1.98,ID,1675504667
293,cap malheureux,-19.9842,57.6142,30.26,68,75,4.02,MU,1675504668
294,ercis,39.0287,43.3586,-4.63,54,100,1.07,TR,1675504669
295,norman wells,65.282,-126.8329,-29.98,69,100,0.0,CA,1675504669
296,santiago de cao,-7.9589,-79.2392,20.07,88,20,2.06,PE,1675504670
297,ivanivka,46.7208,34.553,2.75,51,20,2.06,UA,1675504670
298,jalu,29.0331,21.5482,15.59,50,96,3.09,LY,1675504671
299,mount gambier,-37.8333,140.7667,15.18,66,64,3.14,AU,1675504671
300,dalby,-27.1833,151.2667,23.93,26,48,5.25,AU,1675504672
301,byron bay,-28.65,153.6167,24.41,88,77,3.5,AU,1675504593
302,katherine,-14.4667,132.2667,28.18,69,100,0.0,AU,1675504673
303,zhuzhou,27.8333,113.15,5.07,87,100,2.4,CN,1675504673
304,chuguyevka,44.1653,133.8633,-16.78,99,86,0.88,RU,1675504674
305,kanata,45.3159,-75.8985,-29.98,62,0,3.6,CA,1675504674
306,frolovo,49.7713,43.6622,-2.98,94,100,5.28,RU,1675504675
307,krasnyy chikoy,50.3643,108.7512,-14.45,97,89,1.34,RU,1675504675
308,caravelas,-17.7125,-39.2481,25.72,80,18,2.72,BR,1675504676
309,turayf,31.6725,38.6637,11.14,40,40,10.29,SA,1675504676
310,paamiut,61.994,-49.6678,-18.35,90,40,5.73,GL,1675504677
311,salinas,36.6777,-121.6555,10.61,86,40,3.6,US,1675504600
312,wainwright,52.839,-110.8572,-3.99,92,100,0.41,CA,1675503953
313,dargaville,-35.9333,173.8833,19.0,93,96,2.68,NZ,1675504678
314,sitka,57.0531,-135.33,-0.06,86,20,1.54,US,1675504679
315,bria,6.5423,21.9863,36.07,8,50,3.51,CF,1675504679
316,alakurtti,66.9672,30.3491,-15.09,100,100,0.96,RU,1675504680
317,poladpur,17.9802,73.466,35.74,17,95,3.51,IN,1675504680
318,roswell,34.0232,-84.3616,-0.58,73,0,2.06,US,1675504494
319,mount pleasant,32.7941,-79.8626,3.08,58,0,5.14,US,1675504681
320,whitehorse,60.7161,-135.0538,-12.21,81,75,2.57,CA,1675504514
321,ngara,-2.5122,30.6558,24.13,44,59,2.69,TZ,1675504682
322,matara,5.9485,80.5353,27.27,79,52,1.89,LK,1675504683
323,port elizabeth,-33.918,25.5701,32.83,71,0,7.2,ZA,1675504683
324,verkhnevilyuysk,63.4453,120.3167,-31.69,100,100,1.34,RU,1675504684
325,panjab,34.388,67.0233,-2.78,72,8,0.57,AF,1675504684
326,arcachon,44.5875,-1.0519,5.03,87,0,2.06,FR,1675504685
327,yarim,14.298,44.3779,19.95,24,6,2.11,YE,1675504685
328,saint-joseph,-21.3667,55.6167,28.21,81,39,6.08,RE,1675504686
329,sao joao da barra,-21.6403,-41.0511,24.05,82,97,5.07,BR,1675504686
330,kharp,66.8014,65.8081,-12.51,91,97,2.29,RU,1675504687
331,asfi,32.2994,-9.2372,15.24,36,0,0.31,MA,1675504687
332,saint-pierre,-21.3393,55.4781,28.82,74,75,11.32,RE,1675504688
333,alugan,12.2188,125.4808,25.82,87,80,6.84,PH,1675504689
334,nampula,-15.1165,39.2666,29.97,62,75,2.68,MZ,1675504689
335,selestat,48.2598,7.4565,7.3,93,100,2.06,FR,1675504690
336,dingli,35.8614,14.3822,14.09,72,20,6.17,MT,1675504690
337,moose factory,51.2585,-80.6094,-31.0,69,20,4.12,CA,1675504691
338,olden,61.8364,6.8064,0.41,79,100,5.11,NO,1675504691
339,tabou,4.423,-7.3528,28.19,76,9,2.03,CI,1675504692
340,capao da canoa,-29.7456,-50.0097,22.0,86,67,4.44,BR,1675504692
341,yandyki,45.7691,47.1258,1.76,65,11,2.21,RU,1675504693
342,gurupa,-1.405,-51.64,22.64,99,97,1.04,BR,1675504694
343,pangody,65.85,74.4859,-15.78,99,80,2.99,RU,1675504694
344,belmonte,-15.8631,-38.8828,25.75,84,8,2.48,BR,1675504695
345,manggar,-2.8833,108.2667,28.27,74,100,3.03,ID,1675504695
346,puerto madryn,-42.7692,-65.0385,21.7,59,0,4.07,AR,1675504696
347,itum-kale,42.7356,45.5758,6.02,26,71,1.71,RU,1675504696
348,beyneu,45.3167,55.2,1.18,91,99,4.39,KZ,1675504697
349,oblivskaya,48.5362,42.5014,-0.21,97,100,4.54,RU,1675504697
350,isangel,-19.55,169.2667,27.93,85,93,5.21,VU,1675504698
351,chibombo,-14.6569,28.0706,26.4,59,20,2.73,ZM,1675504698
352,vostok,46.4856,135.8833,-20.14,99,98,1.54,RU,1675504699
353,fairlie,55.756,-4.8556,9.66,84,100,3.58,GB,1675504699
354,fuling,29.7022,107.3919,12.73,63,100,1.46,CN,1675504700
355,mareeba,-17.0,145.4333,25.8,92,100,1.55,AU,1675504701
356,kapustin yar,48.5831,45.7372,-1.05,80,71,2.92,RU,1675504701
357,mamallapuram,12.6264,80.1722,30.03,61,0,6.77,IN,1675504702
358,sabha,27.0377,14.4283,17.18,27,100,7.11,LY,1675504601
359,unai,-16.3575,-46.9061,22.72,81,94,1.4,BR,1675504498
360,chegdomyn,51.1167,133.0167,-29.2,99,49,1.26,RU,1675504703
361,georgiyevka,43.0369,74.7114,3.02,93,75,5.0,KZ,1675504704
362,yinchuan,38.4681,106.2731,0.65,25,40,3.91,CN,1675504704
363,paita,-5.0892,-81.1144,23.2,76,100,3.8,PE,1675504705
364,loganville,33.839,-83.9007,-0.68,81,0,0.0,US,1675504705
365,healdsburg,38.6105,-122.8692,9.82,83,75,1.54,US,1675504706
366,moron,-34.6534,-58.6198,18.87,83,0,2.82,AR,1675504706
367,la grande,45.3246,-118.0877,3.36,67,100,2.91,US,1675504707
368,bethel,41.3712,-73.414,-16.95,53,0,3.6,US,1675504493
369,hanmer springs,-42.5167,172.8167,20.08,80,12,2.61,NZ,1675504708
370,kenai,60.5544,-151.2583,-3.25,93,100,3.09,US,1675504709
371,liverpool,53.4106,-2.9779,9.68,78,75,4.63,GB,1675504485
372,havelock,34.8791,-76.9013,-1.0,55,0,1.34,US,1675504710
373,montgomery,39.1501,-77.1997,-9.08,58,0,3.09,US,1675504661
374,geraldton,-28.7667,114.6,29.23,54,33,4.63,AU,1675504711
375,zwedru,6.0667,-8.1281,29.5,61,50,1.48,LR,1675504711
376,sidi ali,36.0998,0.4206,11.18,74,8,1.14,DZ,1675504712
377,labuhan,-6.8844,112.2051,26.49,84,100,5.72,ID,1675504712
378,orimattila,60.8049,25.7296,-5.75,85,84,4.19,FI,1675504713
379,haines junction,60.7522,-137.5108,-12.03,85,100,0.0,CA,1675504714
380,sambava,-14.2667,50.1667,29.96,63,2,5.67,MG,1675504714
381,charters towers,-20.1,146.2667,26.1,82,100,4.65,AU,1675504715
382,amapa,1.0,-52.0,21.25,100,100,0.71,BR,1675504715
383,thunder bay,48.4001,-89.3168,-12.01,61,100,5.66,CA,1675504716
384,pareora,-44.4871,171.2132,21.77,83,0,1.66,NZ,1675504716
385,sao marcos,-28.9711,-51.0681,18.09,100,77,0.63,BR,1675504717
386,malangali,-8.5667,34.85,21.32,72,100,0.75,TZ,1675504717
387,wanning,18.8003,110.3967,23.23,87,88,3.21,CN,1675504718
388,nizwa,22.9333,57.5333,27.44,28,12,3.39,OM,1675504718
389,basoko,1.2391,23.616,34.42,27,83,0.7,CD,1675504719
390,hopkinton,41.4612,-71.7776,-19.29,39,0,4.63,US,1675504719
391,morgantown,39.6295,-79.9559,-10.53,74,0,1.54,US,1675504464
392,wuwei,37.9281,102.6414,1.93,33,70,1.64,CN,1675504720
393,qarqin,37.4185,66.0436,17.22,37,17,8.54,AF,1675504721
394,dunmore town,25.5,-76.65,23.54,78,0,5.56,BS,1675504721
395,kihurio,-4.4667,38.0667,34.57,30,31,3.0,TZ,1675504722
396,usinsk,65.9939,57.5281,-9.51,95,100,1.75,RU,1675504722
397,palizada,18.25,-92.0833,19.97,97,88,2.65,MX,1675504723
398,winchester,51.0651,-1.3187,8.76,85,75,2.57,GB,1675504723
399,tuxpan,19.55,-103.4,13.41,58,4,2.02,MX,1675504724
400,madang,-5.2246,145.7966,26.61,82,100,1.49,PG,1675504724
401,boa vista,2.8197,-60.6733,23.99,78,20,3.6,BR,1675504677
402,sarakhs,36.5449,61.1577,13.86,39,93,2.18,IR,1675504725
403,puerto escondido,15.85,-97.0667,23.13,56,6,2.57,MX,1675504726
404,biak,-0.9131,122.8766,25.4,80,97,1.09,ID,1675504726
405,sistranda,63.7256,8.834,-2.02,58,100,5.19,NO,1675504727
406,matay,28.419,30.7792,17.88,36,58,5.0,EG,1675504727
407,pangai,-19.8,-174.35,27.72,74,100,7.86,TO,1675504728
408,reconquista,-29.15,-59.65,18.76,69,6,2.86,AR,1675504729
409,ponta delgada,37.7333,-25.6667,15.4,94,20,3.09,PT,1675504729
410,luena,-11.7833,19.9167,19.95,89,100,1.15,AO,1675504730
411,rognan,67.0953,15.3878,-1.92,74,100,3.5,NO,1675504730
412,kokopo,-4.352,152.2633,26.21,82,100,2.79,PG,1675504731
413,avera,33.194,-82.5271,0.21,52,0,4.53,US,1675504731
414,isilkul,54.9109,71.2728,-11.09,96,94,0.97,RU,1675504732
415,bengkulu,-3.8004,102.2655,27.18,80,100,4.4,ID,1675504732
416,souillac,-20.5167,57.5167,29.21,74,40,5.14,MU,1675504733
417,egvekinot,66.3167,-179.1667,-32.59,87,11,5.56,RU,1675504733
418,zverinogolovskoye,54.4586,64.8542,-10.34,94,53,1.48,RU,1675504734
419,fortuna,40.5982,-124.1573,10.52,88,0,5.14,US,1675504734
420,altay,47.8667,88.1167,-6.15,91,64,0.51,CN,1675504735
421,leh,34.1667,77.5833,-5.0,76,28,1.0,IN,1675504736
422,bilma,18.6853,12.9164,26.63,11,61,4.81,NE,1675504736
423,itoman,26.1247,127.6694,18.01,69,75,5.14,JP,1675504737
424,nouakchott,18.0858,-15.9785,15.96,22,100,6.92,MR,1675504737
425,tignere,7.3667,12.65,30.01,13,18,4.15,CM,1675504738
426,cascais,38.6979,-9.4215,13.92,55,0,4.47,PT,1675504739
427,sakakah,29.9697,40.2064,15.76,30,9,6.26,SA,1675504602
428,hambantota,6.1241,81.1185,31.19,74,75,2.57,LK,1675504740
429,sinnamary,5.3833,-52.95,24.11,89,73,4.63,GF,1675504740
430,rawson,-43.3002,-65.1023,21.75,57,1,3.59,AR,1675504741
431,komsomolskiy,40.4272,71.7189,11.4,66,43,3.09,UZ,1675504741
432,karoi,-16.8099,29.6925,25.38,63,80,3.16,ZW,1675504742
433,quesnel,52.9999,-122.5029,1.28,93,100,3.09,CA,1675504742
434,adrar,20.5022,-10.0711,15.14,21,100,7.56,MR,1675504743
435,khowst,33.3833,69.8833,14.65,28,0,0.78,AF,1675504744
436,elat,29.5581,34.9482,17.91,45,0,2.06,IL,1675504744
437,rio cuarto,-33.1307,-64.3499,16.87,88,0,2.06,AR,1675504745
438,hanna,51.6334,-111.9018,-1.19,74,100,1.34,CA,1675504745
439,ankara,39.9199,32.8543,0.51,93,75,2.06,TR,1675504459
440,balabac,7.9868,117.0645,26.88,84,93,7.46,PH,1675504747
441,pansemal,21.65,74.7,30.46,14,0,0.99,IN,1675504747
442,ibra,22.6906,58.5334,28.55,23,2,2.61,OM,1675504748
443,verkhoyansk,67.5447,133.385,-43.38,100,80,1.38,RU,1675504748
444,banjar,-8.19,114.9675,25.69,92,100,1.36,ID,1675504749
445,imbituba,-28.24,-48.6703,24.36,92,100,1.15,BR,1675504750
446,kalmunai,7.4167,81.8167,27.27,78,97,4.99,LK,1675504750
447,nahuatzen,19.7,-101.8333,3.14,73,0,0.63,MX,1675504751
448,san ramon,37.7799,-121.978,11.01,94,100,1.54,US,1675504752
449,huallanca,-9.8993,-76.9417,7.58,92,96,1.4,PE,1675504752
450,nha trang,12.25,109.1833,26.0,79,31,3.07,VN,1675504616
451,chifeng,42.2683,118.9636,-2.53,32,0,4.23,CN,1675504753
452,luderitz,-26.6481,15.1594,22.72,61,20,9.14,NA,1675504753
453,lundazi,-12.2929,33.1782,26.21,58,100,1.25,ZM,1675504754
454,barnstaple,51.0802,-4.0581,8.88,87,100,4.14,GB,1675504754
455,bintulu,3.1667,113.0333,29.23,79,20,3.09,MY,1675504755
456,gallup,35.5281,-108.7426,-4.09,86,0,1.54,US,1675504459
457,tual,-5.6667,132.75,28.44,77,100,7.26,ID,1675504756
458,jutai,-5.1833,-68.9,21.35,98,95,0.94,BR,1675504757
459,torbay,47.6666,-52.7314,-8.57,82,75,11.83,CA,1675504757
460,batagay,67.6333,134.6333,-42.11,100,91,1.02,RU,1675504758
461,vila franca do campo,37.7167,-25.4333,15.23,87,100,2.41,PT,1675504759
462,waipawa,-41.4122,175.5153,18.6,88,0,2.93,NZ,1675504759
463,bima,-8.4667,118.7167,24.78,94,100,1.31,ID,1675504760
464,irbeyskoye,55.6428,95.4522,-12.79,97,100,0.18,RU,1675504760
465,naze,28.3667,129.4833,14.51,69,100,6.02,JP,1675504761
466,nangomba,-10.9,38.5,27.91,71,98,1.84,TZ,1675504761
467,marsa matruh,31.3525,27.2453,16.11,63,75,4.12,EG,1675504762
468,delhi,28.6667,77.2167,24.05,33,0,4.63,IN,1675504460
469,bartica,6.4,-58.6167,23.18,99,91,0.51,GY,1675504763
470,hillsboro,45.5229,-122.9898,9.03,88,100,1.54,US,1675504763
471,nizhniy baskunchak,48.2198,46.8311,-0.38,78,51,1.9,RU,1675504764
472,rio grande,-32.035,-52.0986,21.35,83,52,6.34,BR,1675504764
473,pemba,-12.974,40.5178,28.85,65,10,4.51,MZ,1675504765
474,tiarei,-17.5333,-149.3333,26.01,79,100,6.8,PF,1675504765
475,tornabe,15.75,-87.55,19.66,91,11,1.73,HN,1675504766
476,ambon,-3.6954,128.1814,25.08,94,40,3.6,ID,1675504513
477,killam,52.7834,-111.8518,-7.03,86,100,3.09,CA,1675504767
478,palmer,42.1584,-72.3287,-21.63,34,0,5.14,US,1675504767
479,conner,17.7964,121.3275,22.5,86,86,1.37,PH,1675504768
480,shagonar,51.5333,92.8,-16.97,92,100,0.53,RU,1675504768
481,beitbridge,-22.2167,30.0,30.8,42,63,8.38,ZW,1675504769
482,kety,49.8821,19.2233,-0.17,100,100,5.9,PL,1675504769
483,balkhash,46.844,74.9804,-2.66,100,40,6.0,KZ,1675504770
484,mbanza-ngungu,-5.25,14.8667,28.16,66,91,0.67,CD,1675504771
485,milkovo,54.7167,158.6167,-20.24,98,100,1.33,RU,1675504771
486,serpa,37.9458,-7.5975,6.98,55,0,2.05,PT,1675504772
487,guiratinga,-16.3494,-53.7583,21.93,89,100,0.79,BR,1675504772
488,sterling,39.0062,-77.4286,-8.77,55,0,2.68,US,1675504773
489,bud,39.447,-86.1758,-8.38,79,5,3.56,US,1675504773
490,sorrento,40.626,14.3744,14.23,77,75,0.0,IT,1675504774
491,odienne,9.51,-7.5692,29.19,11,6,2.09,CI,1675504774
492,manicore,-5.8092,-61.3003,21.99,100,100,0.89,BR,1675504775
493,boyolangu,-8.1181,111.8935,25.97,85,100,2.71,ID,1675504775
494,palauig,15.435,119.9045,26.35,76,67,2.85,PH,1675504776
495,porto tolle,44.9497,12.3245,9.39,79,0,2.67,IT,1675504776
496,maniitsoq,65.4167,-52.9,-14.81,86,100,4.06,GL,1675504777
497,leeton,-34.5667,146.4,19.94,40,11,2.81,AU,1675504613
498,saint-augustin,51.226,-58.6502,-23.46,77,19,8.49,CA,1675504778
499,bar harbor,44.3876,-68.2039,-23.9,53,0,7.2,US,1675504556
500,kavaratti,10.5669,72.642,27.8,59,1,2.43,IN,1675504779
501,cravo norte,6.3017,-70.2041,25.0,55,58,2.91,CO,1675504779
502,lodingen,68.414,15.9951,1.97,92,100,7.31,NO,1675504780
503,fergus falls,46.283,-96.0776,-15.46,82,0,5.14,US,1675504780
504,arco,45.9177,10.8867,14.16,51,1,3.1,IT,1675504781
505,maneadero,31.7167,-116.5667,12.72,55,5,1.55,MX,1675504782
506,mayfield,36.7417,-88.6367,-4.54,82,1,2.71,US,1675504782
507,karonga,-9.9333,33.9333,25.95,72,100,1.14,MW,1675504783
508,kachkanar,58.7,59.4948,-5.1,82,100,1.42,RU,1675504783
509,sheopur,25.6667,76.7,27.69,19,0,3.11,IN,1675504784
510,roald,62.5833,6.1333,4.51,48,75,6.17,NO,1675504784
511,tigil,57.8,158.6667,-25.56,100,51,1.09,RU,1675504785
512,zhanaozen,43.3,52.8,3.3,66,100,9.1,KZ,1675504785
513,san quintin,30.4833,-115.95,13.03,79,1,3.16,MX,1675504786
514,pinillos,8.9193,-74.4677,21.83,93,76,1.1,CO,1675504786
515,palasa,18.7667,84.4167,27.91,37,40,4.5,IN,1675504787
516,chiredzi,-21.05,31.6667,28.99,61,75,2.57,ZW,1675504787
517,skjervoy,70.0311,20.9714,-7.0,81,100,12.17,NO,1675504788
518,quatre cocos,-20.2078,57.7625,30.05,69,97,4.94,MU,1675504788
519,champerico,14.3,-91.9167,23.96,66,5,1.67,GT,1675504789
520,marawi,7.9986,124.2928,20.74,94,100,1.57,PH,1675504790
521,cape girardeau,37.3834,-89.7168,-4.23,66,3,0.89,US,1675504519
522,namatanai,-3.6667,152.4333,26.25,83,100,1.72,PG,1675504790
523,charleston,32.7766,-79.9309,3.1,58,0,5.14,US,1675504791
524,goderich,43.7501,-81.7165,-13.94,72,99,3.09,CA,1675504791
525,santiago del estero,-27.7951,-64.2615,19.26,63,92,1.77,AR,1675504792
526,mosquera,4.7059,-74.2302,11.05,66,75,3.09,CO,1675504792
527,tutoia,-2.7619,-42.2744,24.87,91,35,4.66,BR,1675504793
528,shelburne,44.0787,-80.2041,-20.56,85,91,2.78,CA,1675504793
529,samana,19.2056,-69.3369,22.38,88,49,2.33,DO,1675504794
530,kysyl-syr,63.8986,122.7617,-28.18,98,100,1.69,RU,1675504795
531,kinston,35.2627,-77.5816,-2.08,46,0,4.12,US,1675504795
532,forbes,-33.3833,148.0167,21.07,33,1,2.88,AU,1675504796
533,havre-saint-pierre,50.2334,-63.5986,-20.0,70,100,12.35,CA,1675504796
534,fort morgan,40.2503,-103.8,-3.64,80,0,5.14,US,1675504797
535,galesong,-5.3166,119.3661,29.01,81,100,2.36,ID,1675504798
536,lyuban,52.7985,28.0048,-4.13,83,100,3.87,BY,1675504798
537,akureyri,65.6835,-18.0878,0.96,60,40,9.77,IS,1675504799
538,krasni okny,47.5404,29.46,1.24,70,98,5.04,UA,1675504800
539,flinders,-34.5833,150.8552,22.36,52,0,6.77,AU,1675504800
